Адрес,Широта,Долгота,Описание ,
"Волоколамск ул. Парковая, д. 20",56.0298893,35.9566822,"Формат: ВкусВилл
Адрес: Волоколамск ул. Парковая, д. 20
ТТ: 7673
Телефон ТТ: 9295766893, 79256602733
Эл. почта: retail.3.35@vkusvill.ru, retail.3.35@vkusvill.ru
Код ТТ: 7673ГС_Вол_Парковая20",
"Воскресенск ул. Октябрьская, д. 1/2",55.3228411,38.6739837,"Формат: ВкусВилл
Адрес: Воскресенск ул. Октябрьская, д. 1/2
ТТ: 1713
Телефон ТТ: 9261605261, 79261606143
Эл. почта: vartanova.74@list.ru, vartanova.74@list.ru
Код ТТ: 1713М_Вос_Октябрьская1",
"Гаврилково ул. 15 (ЭЖК Эдем тер.) кв-л, д. 6",,,Not Found,"Формат: Жук
Адрес: ВНИИССОК п. ВНИИССОК, ул. Михаила Кутузова, д. 3А
ТТ: 4738
Телефон ТТ: 9295237698, 79259523490
Эл. почта: retail.1.16@vkusvill.ru, retail.1.16@vkusvill.ru
Код ТТ: 4738Ж_МихаилаКутузова3"
"Глаголево ул. Верхняя Полевая , д. 1",55.478114,37.023706,"Формат: Жук
Адрес: Глаголево ул. Верхняя Полевая , д. 1
ТТ: 7138
Телефон ТТ: 9295638436, 79296106533
Эл. почта: retail.1.29@vkusvill.ru, retail.1.29@vkusvill.ru
Код ТТ: 7138Ж_Глаг_ВерхняяПолевая1",
"Глухово ул. Романовская, д. 11",55.766775,37.238663,"Формат: Шмель
Адрес: Глухово ул. Романовская, д. 11
ТТ: 7399
Телефон ТТ: 9296192636, 79257214631
Эл. почта: retail.1.33@vkusvill.ru, retail.1.33@vkusvill.ru
Код ТТ: 7399Ш_Глх_Романовская11",
"Голицыно пл. Привокзальная, д. 1а",55.615679,36.9857116,"Формат: ВкусВилл
Адрес: Голицыно пл. Привокзальная, д. 1а
ТТ: 1968
Телефон ТТ: 9253318786, 79257214631
Эл. почта: retail.1.33@vkusvill.ru, retail.1.33@vkusvill.ru
Код ТТ: 1968М_Глц_Привокзальная1",
"Горки ул. Туровская, д. 3",55.50779,37.755933,"Формат: Жук
Адрес: Горки ул. Туровская, д. 3
ТТ: 7998
Телефон ТТ: 9257264440, 79263759141
Эл. почта: trener-service12.14@vkusvill.ru, trener-service12.14@vkusvill.ru
Код ТТ: 7998Ж_Грк_Туровская3",
"Дедовск , ул. Железнодорожная, д. 10",55.8654606,37.1269791,"Формат: Даркстор
Адрес: Дедовск , ул. Железнодорожная, д. 10
ТТ: 8159
Телефон ТТ: 9259572107, 79257180583
Эл. почта: retail.3.46@vkusvill.ru, retail.3.46@vkusvill.ru
Код ТТ: 8159ДС_Дед_Железнодорожная10",
"Дедовск ул. Железнодорожная, д. 10",55.8654606,37.1269791,"Формат: ВкусВилл
Адрес: Дедовск ул. Железнодорожная, д. 10
ТТ: 5098
Телефон ТТ: 9267398884, 79256602733
Эл. почта: retail.3.35@vkusvill.ru, retail.3.35@vkusvill.ru
Код ТТ: 5098М_Дед_Железнодорожная10",
"Дзержинский г.  Дзержинский, Поклонная 3А",55.632057,37.847829,"Формат: ВкусВилл
Адрес: Дзержинский г.  Дзержинский, Поклонная 3А
ТТ: 1429
Телефон ТТ: 9257884862, 79261606143
Эл. почта: vartanova.74@list.ru, vartanova.74@list.ru
Код ТТ: 1429М_Дзер_Поклонная3А",
"Дзержинский ул. Лесная, д. 11",48.6894483,44.327567,"Формат: ВкусВилл
Адрес: Дзержинский ул. Лесная, д. 11
ТТ: 1091
Телефон ТТ: 9257869587, 79261606143
Эл. почта: vartanova.74@list.ru, vartanova.74@list.ru
Код ТТ: 1091М_Дзер_Лесная11",
"Дзержинский ул. Лесная, д. 18",48.6894483,44.327567,"Формат: Жук
Адрес: Дзержинский ул. Лесная, д. 18
ТТ: 6672
Телефон ТТ: 9299146613, 79261606143
Эл. почта: vartanova.74@list.ru, vartanova.74@list.ru
Код ТТ: 6672Ж_Дзе_Лесная18",
"Дмитров , ул. Бирлово Поле, д. 30",56.3465892,37.5457154,"Формат: Даркстор
Адрес: Дмитров , ул. Бирлово Поле, д. 30
ТТ: 8776
Телефон ТТ: 9993368409, 79256603771
Эл. почта: retail.3.50@vkusvill.ru, retail.3.50@vkusvill.ru
Код ТТ: 8776ДС_Дми_БирловоПоле30",
"Дмитров ул. Загорская, д. 34А",56.3418055,37.5209443,"Формат: Шмель
Адрес: Дмитров ул. Загорская, д. 34А
ТТ: 2037
Телефон ТТ: 9253307250, 79256459960
Эл. почта: retail.3.49@vkusvill.ru, retail.3.49@vkusvill.ru
Код ТТ: 2037Ш_Дми_Загорская34",
"Дмитров ул. Константина Аверьянова, д. 3",,,Not Found,"Формат: Даркстор
Адрес: Дедовск , ул. Железнодорожная, д. 10
ТТ: 8159
Телефон ТТ: 9259572107, 79257180583
Эл. почта: retail.3.46@vkusvill.ru, retail.3.46@vkusvill.ru
Код ТТ: 8159ДС_Дед_Железнодорожная10"
"Дмитров ул. Московская, д. 7",56.3364797,37.5140574,"Формат: Жук
Адрес: Дмитров ул. Московская, д. 7
ТТ: 7980
Телефон ТТ: 9299895387, 79256459960
Эл. почта: retail.3.49@vkusvill.ru, retail.3.49@vkusvill.ru
Код ТТ: 7980Ж_Дми_Московская7",
"Долгопрудный , пр-т Пацаева, д. 2 к. 1",55.948364,37.5006408,"Формат: Даркстор
Адрес: Долгопрудный , пр-т Пацаева, д. 2 к. 1
ТТ: 8960
Телефон ТТ: 9259525944, 79254695258
Эл. почта: retail.3.57@vkusvill.ru, retail.3.57@vkusvill.ru
Код ТТ: 8960ДС_Дол_Пацаева2",
"Долгопрудный . пр. Транспортный, д. 11",55.916244,37.498986,"Формат: Даркстор
Адрес: Долгопрудный . пр. Транспортный, д. 11
ТТ: 4969
Телефон ТТ: 9993360043, 79254695258
Эл. почта: retail.3.57@vkusvill.ru, retail.3.57@vkusvill.ru
Код ТТ: 4969ДС_Дол_Транспортный11",
"Долгопрудный б-р космонавта Сереброва А.А., д. 1",55.935249,37.500657,"Формат: Шмель
Адрес: Долгопрудный б-р космонавта Сереброва А.А., д. 1
ТТ: 7026
Телефон ТТ: 9267165368, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 7026Ш_Дол_КосмСереброваАА1",
"Долгопрудный б-р Новый, д. 21А",55.938015,37.498013,"Формат: ВкусВилл
Адрес: Долгопрудный б-р Новый, д. 21А
ТТ: 2745
Телефон ТТ: 9261884745, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 2745М_Дол_Новый21",
"Долгопрудный б-р Новый, д. 7 к. 1",55.936308,37.506765,"Формат: ВкусВилл
Адрес: Долгопрудный б-р Новый, д. 7 к. 1
ТТ: 6558
Телефон ТТ: 9254086031, 79295789453
Эл. почта: retail.r.11@vkusvill.ru, retail.r.11@vkusvill.ru
Код ТТ: 6558М_Дол_Новый7",
Долгопрудный Лихачевское шоссе 11А,55.9411116,37.4910719,"Формат: ВкусВилл
Адрес: Долгопрудный Лихачевское шоссе 11А
ТТ: 1225
Телефон ТТ: 9299146156, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 1225М_Долг_Лихачевское11",
"Долгопрудный Первомайская, дом № 13/3",55.9334631,37.5193105,"Формат: Шмель
Адрес: Долгопрудный Первомайская, дом № 13/3
ТТ: 4654
Телефон ТТ: 9295177196, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 4654Ш_Дол_Первомайская13",
"Долгопрудный пр-т Пацаева, д. 9",55.9479082,37.4994211,"Формат: ВкусВилл
Адрес: Долгопрудный пр-т Пацаева, д. 9
ТТ: 9021
Телефон ТТ: 9261880143, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 9021М_Дол_Пацаева9",
"Долгопрудный пр-т Ракетостроителей, д. 1",55.931244,37.4962662,"Формат: Шмель
Адрес: Долгопрудный пр-т Ракетостроителей, д. 1
ТТ: 1658
Телефон ТТ: 9295969938, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 1658Ш_Дол_Ракетостроителей1",
"Долгопрудный Старое Дмитровское шоссе, д.11",55.9644802,37.5300547,"Формат: ВкусВилл
Адрес: Долгопрудный Старое Дмитровское шоссе, д.11
ТТ: 1187
Телефон ТТ: 9257802117, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 1187М_Долг_Стародмитровское11",
"Долгопрудный ул. Дирижабельная, д. 13",55.9404155,37.5086729,"Формат: Жук
Адрес: Долгопрудный ул. Дирижабельная, д. 13
ТТ: 2557
Телефон ТТ: 9258117817, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 2557Ж_Дол_Дирижабельная13",
"Долгопрудный ул. Дирижабельная, д. 23",55.9462235,37.5060059,"Формат: Шмель
Адрес: Долгопрудный ул. Дирижабельная, д. 23
ТТ: 7809
Телефон ТТ: 9299518186, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 7809Ш_Дол_Дирижабельная23",
"Долгопрудный ул. Московская, д. 56, к. 2",55.9606931,37.524839,"Формат: ВкусВилл
Адрес: Долгопрудный ул. Московская, д. 56, к. 2
ТТ: 2570
Телефон ТТ: 9258117820, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 2570М_Дол_Московская56",
"Долгопрудный ул. Набережная, д. 27",55.9633887,37.5218092,"Формат: Жук
Адрес: Долгопрудный ул. Набережная, д. 27
ТТ: 8635
Телефон ТТ: 9296873776, 79777275069
Эл. почта: retail.dk.05@vkusvill.ru, retail.dk.05@vkusvill.ru
Код ТТ: 8635Ж_Дол_Набережная27",
"Долгопрудный ул. Парковая, д. 44, к. 1",55.951003,37.48626,"Формат: Жук
Адрес: Долгопрудный ул. Парковая, д. 44, к. 1
ТТ: 7870
Телефон ТТ: 9257048241, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 7870Ж_Дол_Парковая44",
"Долгопрудный ул. Парковая, д. 54",55.946416,37.483364,"Формат: Жук
Адрес: Долгопрудный ул. Парковая, д. 54
ТТ: 7357
Телефон ТТ: 9296321938, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 7357Ж_Дол_Парковая54",
"Долгопрудный ул. Первомайская, д. 3А",55.9263908,37.5222906,"Формат: ВкусВилл
Адрес: Долгопрудный ул. Первомайская, д. 3А
ТТ: 8350
Телефон ТТ: 9268301869, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 8350М_Дол_Первомайская3",
"Долгопрудный ул. Первомайская, д. 56Б",55.939615,37.517213,"Формат: ВкусВилл
Адрес: Долгопрудный ул. Первомайская, д. 56Б
ТТ: 1599
Телефон ТТ: 9269817714, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 1599М_Дол_Первомайская56",
"Долгопрудный ш. Новое, д. 10",55.971995,37.51308,"Формат: Шмель
Адрес: Долгопрудный ш. Новое, д. 10
ТТ: 3334
Телефон ТТ: 9268757827, 79257861176
Эл. почта: retail.3.19@vkusvill.ru, retail.3.19@vkusvill.ru
Код ТТ: 3334Ш_Дол_Новоешоссе10",
"Домодедово . ул. Набережная, стр. 12",55.2158677,37.9106969,"Формат: Даркстор
Адрес: Домодедово . ул. Набережная, стр. 12
ТТ: 8289
Телефон ТТ: 9255843672, 79256597091
Эл. почта: retail.r.20@vkusvill.ru, retail.r.20@vkusvill.ru
Код ТТ: 8289ДС_Дом_Набережная12",
"Домодедово пр-т Академика Туполева, д. 2",55.416589,37.835366,"Формат: ВкусВилл
Адрес: Домодедово пр-т Академика Туполева, д. 2
ТТ: 1753
Телефон ТТ: 9299953829, 79261604547
Эл. почта: retail.2.19@vkusvill.ru, retail.2.19@vkusvill.ru
Код ТТ: 1753ГС_Дом_АкадемикаТуполева2",
"Домодедово ул. 1-я Вокзальная, д. 48",55.2722005,37.8938538,"Формат: ВкусВилл
Адрес: Домодедово ул. 1-я Вокзальная, д. 48
ТТ: 5572
Телефон ТТ: 9256388454, 79261604547
Эл. почта: retail.2.19@vkusvill.ru, retail.2.19@vkusvill.ru
Код ТТ: 5572ГС_Дом_1-яВокзальная48переезд",
Домодедово ул. Гагарина 41,55.4346078,37.7165731,"Формат: ВкусВилл
Адрес: Домодедово ул. Гагарина 41
ТТ: 1097
Телефон ТТ: 9257862307, 79257862455
Эл. почта: retail.2.4@vkusvill.ru, retail.2.4@vkusvill.ru
Код ТТ: 1097М_Дом_Гагарина41",
"Домодедово ул. Кирова, д. 9, корп. 1",55.3746462,37.8117645,"Формат: ВкусВилл
Адрес: Домодедово ул. Кирова, д. 9, корп. 1
ТТ: 1227
Телефон ТТ: 9257860458, 79257862455
Эл. почта: retail.2.4@vkusvill.ru, retail.2.4@vkusvill.ru
Код ТТ: 1227М_Домод_Кирова9",
"Домодедово ул. Курыжова, д. 11",55.401452,37.76831,"Формат: ВкусВилл
Адрес: Домодедово ул. Курыжова, д. 11
ТТ: 8087
Телефон ТТ: 9257073631, 79261604547
Эл. почта: retail.2.19@vkusvill.ru, retail.2.19@vkusvill.ru
Код ТТ: 8087ГС_Дом_Курыжова11",
"Домодедово ул. Курыжова, д. 28 к. 1",55.3942312,37.7696334,"Формат: Жук
Адрес: Домодедово ул. Курыжова, д. 28 к. 1
ТТ: 7443
Телефон ТТ: 9266564839, 79261604547
Эл. почта: retail.2.19@vkusvill.ru, retail.2.19@vkusvill.ru
Код ТТ: 7443Ж_Дом_Курыжова28",
"Домодедово ул. Лунная (Западный мкр.) , д. 31",55.416877,37.759596,"Формат: ВкусВилл
Адрес: Домодедово ул. Лунная (Западный мкр.) , д. 31
ТТ: 4077
Телефон ТТ: 9295171143, 79257862455
Эл. почта: retail.2.4@vkusvill.ru, retail.2.4@vkusvill.ru
Код ТТ: 4077М_Дом_Лунная31",
